PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Age_group,Expenditure,No_spending,Group,Group_size,Solo,Cabin_deck,Cabin_number,Cabin_side,Cabin_region1,Cabin_region2,Cabin_region3,Cabin_region4,Cabin_region5,Cabin_region6,Cabin_region7,Family_size
6111_02,Europa,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,4588.0,0.0,Age_31-50,4588.0,0,6111,5,0,A,58.0,P,1,0,0,0,0,0,0,9
6111_03,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6111,5,0,A,66.0,P,1,0,0,0,0,0,0,9
6111_04,Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6111,5,0,A,58.0,P,1,0,0,0,0,0,0,9
6111_05,Europa,False,TRAPPIST-1e,33.0,False,0.0,2110.0,0.0,773.0,10.0,Age_31-50,2893.0,0,6111,5,0,A,58.0,P,1,0,0,0,0,0,0,9
6112_01,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6112,1,1,F,1264.0,P,0,0,0,0,1,0,0,6
6115_01,Mars,False,TRAPPIST-1e,50.0,False,513.0,0.0,0.0,764.0,21.0,Age_31-50,1298.0,0,6115,1,1,E,390.0,P,0,1,0,0,0,0,0,6
6116_01,Mars,False,TRAPPIST-1e,28.0,False,828.0,0.0,72.0,6.0,0.0,Age_26-30,906.0,0,6116,1,1,F,1167.0,S,0,0,0,1,0,0,0,4
6117_01,Europa,False,TRAPPIST-1e,56.0,False,679.0,1126.0,0.0,33.0,3230.0,Age_51+,5068.0,0,6117,1,1,B,234.0,S,1,0,0,0,0,0,0,2
6118_01,Mars,False,55 Cancri e,42.0,False,1156.0,0.0,1.0,305.0,0.0,Age_31-50,1462.0,0,6118,2,0,F,1266.0,P,0,0,0,0,1,0,0,3
6118_02,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6118,2,0,E,391.0,P,0,1,0,0,0,0,0,3
6120_01,Earth,False,PSO J318.5-22,13.0,False,0.0,1180.0,0.0,125.58712121212122,0.0,Age_13-17,1305.5871212121212,0,6120,1,1,F,1169.0,S,0,0,0,1,0,0,0,9
6121_01,Europa,False,TRAPPIST-1e,28.0,False,0.0,4585.0,0.0,2.0,35.0,Age_26-30,4622.0,0,6121,2,0,C,229.0,S,1,0,0,0,0,0,0,5
6121_02,Europa,False,TRAPPIST-1e,55.0,False,916.0,1056.0,0.0,1677.0,593.0,Age_51+,4242.0,0,6121,2,0,C,229.0,S,1,0,0,0,0,0,0,5
6122_01,Earth,False,55 Cancri e,36.0,False,0.0,0.0,700.0,0.0,0.0,Age_31-50,700.0,0,6122,1,1,F,1267.0,P,0,0,0,0,1,0,0,6
6123_01,Mars,True,TRAPPIST-1e,29.5,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,6123,1,1,F,1268.0,P,0,0,0,0,1,0,0,6
6124_01,Earth,False,PSO J318.5-22,37.0,False,0.0,0.0,834.0,0.0,8.0,Age_31-50,842.0,0,6124,1,1,G,991.0,P,0,0,0,1,0,0,0,13
6126_01,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6126,1,1,C,188.0,P,1,0,0,0,0,0,0,3
6127_01,Europa,False,TRAPPIST-1e,27.0,False,551.0,1436.0,0.0,462.0,309.0,Age_26-30,2758.0,0,6127,1,1,E,404.0,S,0,1,0,0,0,0,0,5
6128_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6128,2,0,G,992.0,P,0,0,0,1,0,0,0,10
6128_02,Earth,False,TRAPPIST-1e,16.0,False,7.0,0.0,311.0,0.0,683.0,Age_13-17,1001.0,0,6128,2,0,F,1270.0,P,0,0,0,0,1,0,0,10
6130_01,Europa,False,55 Cancri e,33.0,True,0.0,3095.0,0.0,197.0,40.0,Age_31-50,3332.0,0,6130,1,1,C,189.0,P,1,0,0,0,0,0,0,1
6132_01,Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6132,1,1,F,1170.0,S,0,0,0,1,0,0,0,8
6133_01,Earth,True,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,6133,1,1,G,993.0,S,0,0,0,1,0,0,0,11
6135_01,Earth,False,TRAPPIST-1e,24.0,False,270.0,0.0,534.0,0.0,0.0,Age_18-25,804.0,0,6135,1,1,F,1272.0,P,0,0,0,0,1,0,0,15
6136_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,213.0,1078.0,Age_26-30,1291.0,0,6136,1,1,F,1172.0,S,0,0,0,1,0,0,0,7
6137_01,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6137,6,0,G,994.0,S,0,0,0,1,0,0,0,10
6137_02,Earth,False,TRAPPIST-1e,33.0,False,457.0,0.0,0.0,0.0,445.0,Age_31-50,902.0,0,6137,6,0,F,1173.0,S,0,0,0,1,0,0,0,5
6137_03,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6137,6,0,G,994.0,S,0,0,0,1,0,0,0,10
6137_04,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6137,6,0,G,994.0,S,0,0,0,1,0,0,0,10
6137_05,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6137,6,0,G,994.0,S,0,0,0,1,0,0,0,10
6137_06,Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6137,6,0,G,994.0,S,0,0,0,1,0,0,0,10
6138_01,Mars,False,TRAPPIST-1e,28.5,False,236.0,699.0,332.0,31.0,0.0,Age_26-30,1298.0,0,6138,1,1,E,406.0,S,0,1,0,0,0,0,0,4
6139_01,Europa,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6139,6,0,C,230.0,S,1,0,0,0,0,0,0,3
6139_02,Europa,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6139,6,0,C,230.0,S,1,0,0,0,0,0,0,9
6139_03,Europa,False,TRAPPIST-1e,58.0,False,0.0,1073.0,89.45762711864407,803.0,988.0,Age_51+,2953.4576271186443,0,6139,6,0,C,230.0,S,1,0,0,0,0,0,0,9
6139_04,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6139,6,0,C,230.0,S,1,0,0,0,0,0,0,9
6139_05,Europa,True,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,6139,6,0,C,230.0,S,1,0,0,0,0,0,0,9
6139_06,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6139,6,0,C,230.0,S,1,0,0,0,0,0,0,9
6141_01,Earth,False,PSO J318.5-22,17.0,False,0.0,20.0,0.0,14.0,884.0,Age_13-17,918.0,0,6141,2,0,F,1174.0,S,0,0,0,1,0,0,0,17
6141_02,Earth,False,TRAPPIST-1e,21.0,False,28.0,0.0,0.0,662.0,0.0,Age_18-25,690.0,0,6141,2,0,F,1221.0,S,0,0,0,0,1,0,0,17
6143_01,Earth,False,TRAPPIST-1e,24.0,False,3.0,791.0,0.0,362.0,0.0,Age_18-25,1156.0,0,6143,1,1,F,1175.0,S,0,0,0,1,0,0,0,15
6145_01,Europa,False,55 Cancri e,35.5,False,3478.0,10.0,0.0,105.0,2383.0,Age_31-50,5976.0,0,6145,1,1,C,231.0,S,1,0,0,0,0,0,0,4
6146_01,Europa,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6146,1,1,B,207.0,P,1,0,0,0,0,0,0,1
6148_01,Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6148,2,0,F,1176.0,S,0,0,0,1,0,0,0,7
6148_02,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6148,2,0,F,1176.0,S,0,0,0,1,0,0,0,7
6149_01,Earth,False,TRAPPIST-1e,15.0,False,1682.0,103.0,0.0,0.0,3.0,Age_13-17,1788.0,0,6149,1,1,G,995.0,S,0,0,0,1,0,0,0,8
6150_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,784.0,8.0,11.0,0.0,Age_18-25,803.0,0,6150,1,1,F,1177.0,S,0,0,0,1,0,0,0,2
6152_01,Europa,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6152,2,0,B,235.0,S,1,0,0,0,0,0,0,6
6152_02,Europa,False,TRAPPIST-1e,31.0,False,0.0,53.0,0.0,2963.0,1017.0,Age_31-50,4033.0,0,6152,2,0,B,235.0,S,1,0,0,0,0,0,0,6
6153_01,Europa,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6153,1,1,B,236.0,S,1,0,0,0,0,0,0,1
6155_01,Earth,False,TRAPPIST-1e,22.0,False,1.0,0.0,10.0,625.0,0.0,Age_18-25,636.0,0,6155,1,1,F,1178.0,S,0,0,0,1,0,0,0,5
6156_01,Earth,False,TRAPPIST-1e,40.0,False,0.0,1.0,0.0,888.0,80.0,Age_31-50,969.0,0,6156,1,1,F,1179.0,S,0,0,0,1,0,0,0,11
6157_01,Mars,False,TRAPPIST-1e,49.0,False,460.0,86.0,92.0,659.0,0.0,Age_31-50,1297.0,0,6157,1,1,E,407.0,S,0,1,0,0,0,0,0,4
6158_01,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,6158,1,1,G,996.0,S,0,0,0,1,0,0,0,9
6162_01,Earth,False,55 Cancri e,22.0,False,0.0,0.0,1.0,575.0,0.0,Age_18-25,576.0,0,6162,1,1,F,1181.0,S,0,0,0,1,0,0,0,4
6163_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,32.0,33.0,429.0,1174.0,Age_18-25,1668.0,0,6163,1,1,E,409.0,S,0,1,0,0,0,0,0,10
6166_01,Earth,False,TRAPPIST-1e,25.0,False,980.0,0.0,3.0,0.0,0.0,Age_18-25,983.0,0,6166,1,1,E,394.0,P,0,1,0,0,0,0,0,11
6167_01,Earth,True,PSO J318.5-22,42.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6167,1,1,G,998.0,S,0,0,0,1,0,0,0,6
6168_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,6168,2,0,G,999.0,S,0,0,0,1,0,0,0,8
6168_02,Earth,False,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6168,2,0,G,999.0,S,0,0,0,1,0,0,0,8
6169_01,Earth,False,TRAPPIST-1e,18.0,False,382.0,10.0,291.0,90.0,9.0,Age_18-25,782.0,0,6169,1,1,G,1000.0,S,0,0,0,1,0,0,0,6
6170_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,2.0,135.56633499170812,0.0,807.0,Age_31-50,944.5663349917081,0,6170,1,1,G,998.0,P,0,0,0,1,0,0,0,7
6171_01,Earth,False,TRAPPIST-1e,14.0,False,5.0,0.0,479.0,297.0,9.0,Age_13-17,790.0,0,6171,1,1,E,410.0,S,0,1,0,0,0,0,0,12
6172_01,Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6172,1,1,G,1001.0,S,0,0,0,1,0,0,0,1
6173_01,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6173,1,1,B,208.0,P,1,0,0,0,0,0,0,0
6174_01,Earth,False,55 Cancri e,24.0,False,0.0,479.0,116.0,1.0,37.0,Age_18-25,633.0,0,6174,3,0,F,1274.0,P,0,0,0,0,1,0,0,10
6174_02,Earth,True,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6174,3,0,G,999.0,P,0,0,0,1,0,0,0,7
6174_03,Earth,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6174,3,0,G,999.0,P,0,0,0,1,0,0,0,10
6175_01,Earth,False,TRAPPIST-1e,18.0,False,628.0,0.0,0.0,31.0,150.0,Age_18-25,809.0,0,6175,3,0,G,1000.0,P,0,0,0,1,0,0,0,13
6175_02,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6175,3,0,G,1000.0,P,0,0,0,1,0,0,0,11
6175_03,Earth,False,TRAPPIST-1e,27.0,False,12.0,0.0,0.0,873.0,0.0,Age_26-30,885.0,0,6175,3,0,G,1000.0,P,0,0,0,1,0,0,0,13
6176_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6176,1,1,F,1275.0,P,0,0,0,0,1,0,0,2
6178_01,Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,6178,1,1,G,1001.0,P,0,0,0,1,0,0,0,6
6179_01,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6179,1,1,B,209.0,P,1,0,0,0,0,0,0,1
6180_01,Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,6180,1,1,G,1002.0,S,0,0,0,1,0,0,0,7
6181_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,2624.0,1657.0,2799.0,1.0,Age_31-50,7081.0,0,6181,1,1,C,191.0,P,1,0,0,0,0,0,0,3
6182_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,6182,1,1,G,1002.0,P,0,0,0,1,0,0,0,7
6184_01,Earth,True,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6184,1,1,G,1003.0,S,0,0,0,1,0,0,0,10
6186_01,Mars,False,TRAPPIST-1e,19.0,True,61.0,783.0,110.0,0.0,0.0,Age_18-25,954.0,0,6186,1,1,E,396.0,P,0,1,0,0,0,0,0,6
6189_01,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6189,1,1,G,1004.0,P,0,0,0,1,0,0,0,15
6191_01,Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,6191,4,0,A,59.0,P,1,0,0,0,0,0,0,12
6191_02,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,6191,4,0,A,59.0,P,1,0,0,0,0,0,0,12
6191_03,Europa,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6191,4,0,A,59.0,P,1,0,0,0,0,0,0,12
6191_04,Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6191,4,0,A,59.0,P,1,0,0,0,0,0,0,12
6192_01,Earth,False,PSO J318.5-22,23.0,False,0.0,126.0,403.0,0.0,21.0,Age_18-25,550.0,0,6192,1,1,F,1183.0,S,0,0,0,1,0,0,0,12
6194_01,Earth,False,TRAPPIST-1e,15.0,False,1042.0,0.0,36.0,0.0,0.0,Age_13-17,1078.0,0,6194,1,1,F,1185.0,S,0,0,0,1,0,0,0,0
6199_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6199,2,0,E,412.0,S,0,1,0,0,0,0,0,12
6199_02,Mars,False,TRAPPIST-1e,47.0,False,5.0,1027.0,0.0,24.0,0.0,Age_31-50,1056.0,0,6199,2,0,D,188.0,S,1,0,0,0,0,0,0,12
6200_01,Europa,False,TRAPPIST-1e,27.0,False,3.0,4654.0,0.0,657.0,214.0,Age_26-30,5528.0,0,6200,3,0,B,238.0,S,1,0,0,0,0,0,0,3
6200_02,Europa,False,TRAPPIST-1e,26.0,False,0.0,9.0,0.0,3.0,2047.0,Age_26-30,2059.0,0,6200,3,0,B,238.0,S,1,0,0,0,0,0,0,3
6200_03,Europa,False,55 Cancri e,25.0,False,2026.0,4929.0,0.0,1179.0,10270.0,Age_18-25,18404.0,0,6200,3,0,B,238.0,S,1,0,0,0,0,0,0,3
6201_01,Europa,False,55 Cancri e,34.0,True,0.0,1174.0,0.0,130.0,1141.0,Age_31-50,2445.0,0,6201,1,1,A,60.0,P,1,0,0,0,0,0,0,3
6205_01,Mars,False,TRAPPIST-1e,27.0,True,55.0,0.0,50.0,1849.0,1.0,Age_26-30,1955.0,0,6205,1,1,D,189.0,S,1,0,0,0,0,0,0,2
6206_01,Earth,False,TRAPPIST-1e,39.0,False,0.0,176.0,43.0,660.0,0.0,Age_31-50,879.0,0,6206,1,1,F,1187.0,S,0,0,0,1,0,0,0,13
6207_01,Mars,False,TRAPPIST-1e,31.0,False,915.0,0.0,1313.0,370.0,0.0,Age_31-50,2598.0,0,6207,3,0,F,1278.0,P,0,0,0,0,1,0,0,8
6207_02,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6207,3,0,F,1278.0,P,0,0,0,0,1,0,0,8
6207_03,Mars,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6207,3,0,E,397.0,P,0,1,0,0,0,0,0,8
6208_01,Mars,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,6208,1,1,F,1279.0,P,0,0,0,0,1,0,0,3
6211_01,Mars,False,TRAPPIST-1e,19.0,False,2006.0,0.0,313.3280839895013,0.0,0.0,Age_18-25,2319.3280839895015,0,6211,1,1,D,193.0,P,1,0,0,0,0,0,0,4
6213_01,Earth,False,55 Cancri e,25.0,False,258.0,0.0,306.0,311.0,24.0,Age_18-25,899.0,0,6213,1,1,F,1280.0,P,0,0,0,0,1,0,0,15
6215_01,Europa,False,55 Cancri e,28.0,False,0.0,809.0,0.0,2043.0,72.0,Age_26-30,2924.0,0,6215,2,0,B,239.0,S,1,0,0,0,0,0,0,2
6215_02,Europa,False,55 Cancri e,37.0,False,0.0,90.0,0.0,3282.0,11.0,Age_31-50,3383.0,0,6215,2,0,B,239.0,S,1,0,0,0,0,0,0,2
6216_01,Mars,False,TRAPPIST-1e,43.0,False,24.0,1.0,1167.0,0.0,0.0,Age_31-50,1192.0,0,6216,1,1,F,1282.0,P,0,0,0,0,1,0,0,6
6218_01,Earth,False,55 Cancri e,18.0,False,425.0,779.0,0.0,0.0,74.0,Age_18-25,1278.0,0,6218,2,0,F,1188.0,S,0,0,0,1,0,0,0,11
6218_02,Earth,False,TRAPPIST-1e,36.0,False,1603.0,0.0,2.0,87.0,0.0,Age_31-50,1692.0,0,6218,2,0,E,413.0,S,0,1,0,0,0,0,0,11
6219_01,Earth,False,TRAPPIST-1e,14.0,False,71.0,0.0,0.0,0.0,151.9034090909091,Age_13-17,222.9034090909091,0,6219,1,1,F,1283.0,P,0,0,0,0,1,0,0,7
6220_01,Earth,False,PSO J318.5-22,42.0,False,0.0,168.0,0.0,113.0,461.0,Age_31-50,742.0,0,6220,1,1,F,1284.0,P,0,0,0,0,1,0,0,9
6222_01,Earth,False,PSO J318.5-22,29.0,False,25.0,0.0,2.0,0.0,657.0,Age_26-30,684.0,0,6222,1,1,F,1190.0,S,0,0,0,1,0,0,0,6
6223_01,Mars,False,TRAPPIST-1e,23.0,False,1696.0,46.0,82.0,235.0,17.0,Age_18-25,2076.0,0,6223,1,1,E,398.0,P,0,1,0,0,0,0,0,2
6224_01,Earth,False,TRAPPIST-1e,16.0,False,0.0,0.0,60.0,0.0,1963.0,Age_13-17,2023.0,0,6224,2,0,F,1191.0,S,0,0,0,1,0,0,0,7
6224_02,Earth,False,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6224,2,0,G,1006.0,S,0,0,0,1,0,0,0,7
6225_01,Earth,False,TRAPPIST-1e,20.0,False,1.0,0.0,0.0,32.0,875.0,Age_18-25,908.0,0,6225,1,1,G,1007.0,P,0,0,0,1,0,0,0,7
6227_01,Earth,False,PSO J318.5-22,50.0,False,199.0,0.0,182.0,0.0,160.5737976782753,Age_31-50,541.5737976782752,0,6227,1,1,F,1192.0,S,0,0,0,1,0,0,0,8
6228_01,Earth,False,TRAPPIST-1e,38.0,False,0.0,709.0,39.0,62.0,0.0,Age_31-50,810.0,0,6228,1,1,G,1007.0,S,0,0,0,1,0,0,0,7
6229_01,Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6229,1,1,F,1286.0,P,0,0,0,0,1,0,0,3
6230_01,Mars,False,TRAPPIST-1e,33.0,False,559.0,0.0,145.0,594.0,0.0,Age_31-50,1298.0,0,6230,1,1,E,414.0,S,0,1,0,0,0,0,0,5
6232_01,Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,6232,1,1,B,241.0,S,1,0,0,0,0,0,0,3
6234_01,Mars,False,PSO J318.5-22,40.0,True,301.0,0.0,1310.0,4.0,49.86730769230769,Age_31-50,1664.8673076923078,0,6234,1,1,F,1287.0,P,0,0,0,0,1,0,0,7
6236_01,Earth,False,TRAPPIST-1e,22.0,False,395.0,0.0,0.0,300.0,125.0,Age_18-25,820.0,0,6236,1,1,F,1194.0,S,0,0,0,1,0,0,0,7
6237_01,Mars,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,6237,1,1,F,1195.0,S,0,0,0,1,0,0,0,12
6238_01,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,6238,1,1,F,1196.0,S,0,0,0,1,0,0,0,6
6239_01,Earth,False,TRAPPIST-1e,19.0,False,2044.0,0.0,13.0,1.0,0.0,Age_18-25,2058.0,0,6239,1,1,F,1197.0,S,0,0,0,1,0,0,0,5
6241_01,Earth,False,TRAPPIST-1e,33.0,False,6.0,0.0,0.0,0.0,950.0,Age_31-50,956.0,0,6241,1,1,F,1198.0,S,0,0,0,1,0,0,0,3
6243_01,Earth,True,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6243,1,1,G,1010.0,S,0,0,0,1,0,0,0,7
6245_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,841.0,5.0,0.0,Age_18-25,846.0,0,6245,1,1,G,1011.0,S,0,0,0,1,0,0,0,6
6246_01,Mars,False,TRAPPIST-1e,28.0,False,556.8528301886793,0.0,129.0,0.0,60.48301886792453,Age_26-30,746.3358490566038,0,6246,1,1,F,1199.0,S,0,0,0,1,0,0,0,7
6248_01,Earth,True,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,6248,1,1,G,1012.0,S,0,0,0,1,0,0,0,7
6249_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,1.0,908.0,0.0,0.0,Age_18-25,909.0,0,6249,1,1,G,1008.0,P,0,0,0,1,0,0,0,7
6250_01,Earth,False,TRAPPIST-1e,28.0,False,149.2421052631579,0.0,887.0,0.0,0.0,Age_26-30,1036.242105263158,0,6250,1,1,G,1013.0,S,0,0,0,1,0,0,0,10
6251_01,Earth,False,TRAPPIST-1e,23.0,False,2189.0,0.0,0.0,0.0,0.0,Age_18-25,2189.0,0,6251,1,1,F,1200.0,S,0,0,0,0,1,0,0,8
6252_01,Mars,False,TRAPPIST-1e,54.0,False,630.0,298.0,418.0,312.0,0.0,Age_51+,1658.0,0,6252,1,1,F,1201.0,S,0,0,0,0,1,0,0,4
6253_01,Mars,False,TRAPPIST-1e,57.0,False,368.0,0.0,636.0,1082.0,512.0,Age_51+,2598.0,0,6253,2,0,F,1289.0,P,0,0,0,0,1,0,0,9
6253_02,Mars,False,55 Cancri e,24.0,False,737.0,293.0,301.0,0.0,0.0,Age_18-25,1331.0,0,6253,2,0,F,1289.0,P,0,0,0,0,1,0,0,9
6254_01,Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6254,2,0,B,243.0,S,1,0,0,0,0,0,0,2
6254_02,Europa,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,6254,2,0,B,243.0,S,1,0,0,0,0,0,0,2
6256_01,Earth,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,6256,1,1,G,1009.0,P,0,0,0,1,0,0,0,5
6262_01,Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,6262,2,0,F,1293.0,P,0,0,0,0,1,0,0,5
6262_02,Mars,False,TRAPPIST-1e,18.0,False,102.0,3.0,186.0,2287.0,0.0,Age_18-25,2578.0,0,6262,2,0,D,195.0,P,1,0,0,0,0,0,0,5
6263_01,Europa,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,6263,2,0,B,213.0,P,1,0,0,0,0,0,0,5
6263_02,Europa,False,55 Cancri e,25.0,False,0.0,1674.0,3.0,9.0,3554.0,Age_18-25,5240.0,0,6263,2,0,B,213.0,P,1,0,0,0,0,0,0,5
6264_01,Earth,False,TRAPPIST-1e,18.0,False,108.0,2.0,11.0,0.0,680.0,Age_18-25,801.0,0,6264,1,1,F,1294.0,P,0,0,0,0,1,0,0,7
6265_01,Earth,False,TRAPPIST-1e,20.0,False,379.0,158.4003181336161,29.0,39.0,91.0,Age_18-25,696.4003181336161,0,6265,1,1,G,1013.0,P,0,0,0,1,0,0,0,9
6266_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,2680.0,0.0,2.0,45.0,Age_18-25,2727.0,0,6266,1,1,F,1296.0,P,0,0,0,0,1,0,0,8
6268_01,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6268,1,1,F,1202.0,S,0,0,0,0,1,0,0,5
6270_01,Earth,False,TRAPPIST-1e,34.0,False,124.0,0.0,0.0,679.0,0.0,Age_31-50,803.0,0,6270,2,0,F,1297.0,P,0,0,0,0,1,0,0,9
6270_02,Earth,False,55 Cancri e,24.0,False,0.0,254.0,13.0,0.0,477.0,Age_18-25,744.0,0,6270,2,0,F,1297.0,P,0,0,0,0,1,0,0,9
6271_01,Europa,False,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,6271,1,1,A,62.0,P,1,0,0,0,0,0,0,1
6273_01,Mars,False,TRAPPIST-1e,23.0,False,690.0,0.0,0.0,292.0,1596.0,Age_18-25,2578.0,0,6273,2,0,D,196.0,P,1,0,0,0,0,0,0,7
